,Location,Month,OriginalTweet,Country,Cleaned_Tweet,TweetAt
24084,,Mar,Gold 1609 Prices settle lower after sharpest daily rise in over a decade,Italia,gold   prices settle lower after sharpest daily rise in over a decade,2020-03-26
6602,"Kansas City, MO",Mar,What information about do you want to see Supermarket Perimeter report Please tell us in the replies or send us a direct message,United States,what information about do you want to see supermarket perimeter report please tell us in the replies or send us a direct message,2020-03-19
15259,Arkansas,Mar,This is ground zero for getting covid or the regular flu or a cold...from the grocery store because we all need food and you got to get in amongst all the wildlings! #COVID19US #CoronavirusPandemic #Covid_19 #washyourdamnhands #SocialDistancing,United States,this is ground zero for getting covid or the regular flu or a coldfrom the grocery store because we all need food and you got to get in amongst all the wildlings   coronaviruspandemic   washyourdamnhands socialdistancing,2020-03-22
12970,"New York, NY",Mar,Waiting in line to buy food at the supermarket. Only 10 people at a time can go inside. #coronavirus #NYC https://t.co/iq0UuCdlB1,United States,waiting in line to buy food at the supermarket only   people at a time can go inside coronavirus nyc ,2020-03-21
21033,"Los Angeles, CA",Mar,COVID-19 Consumer Alerts from the City Attorney https://t.co/rjeDQQRqO4,United States,  consumer alerts from the city attorney ,2020-03-25
3664,Salford,Mar,No need to for #panicbuying I was in my local super market and took this photo to prove there is lots of everything #shopping #COVID2019 #coronavirus #CoronavirusOutbreak #CoronaVirusChallenge #panicbuyinguk #Quarantine #QAnon #QuarantineCats #Tesco #MUFC #toiletpaper #bread https://t.co/YtjgGg6oYX,United Kingdom,no need to for panicbuying i was in my local super market and took this photo to prove there is lots of everything shopping   coronavirus coronavirusoutbreak coronaviruschallenge panicbuyinguk quarantine qanon quarantinecats tesco mufc toiletpaper bread ,2020-03-18
8178,Philippines,Mar,"LOOK: Social distancing is observed at a supermarket in San Pedro, Laguna on Thursday as part of the precautionary measures against COVID-19. https://t.co/zKsabT7Wgs",Philippines,look social distancing is observed at a supermarket in san pedro laguna on thursday as part of the precautionary measures against   ,2020-03-19
16868,West Busselton,Mar,MUST READ EXCLUSIVE The Australian Nursing Federation has called coronavirus our generation s version of the plague demanding a curfew total aged care lockdowns school closures and 24 hour supermarket trading to stop the spread of COVID 19  ,Australia,must read exclusive the australian nursing federation has called coronavirus our generation s version of the plague demanding a curfew total aged care lockdowns school closures and   hour supermarket trading to stop the spread of covid    ,2020-03-23
975,Vermont ,Mar,If your home currently looks like any of these photos you should be ashamed of yourself Have consideration for the family on low income living week to week who can t Or the elderly person who can t get out often amp now has nothing,United States,if your home currently looks like any of these photos you should be ashamed of yourself have consideration for the family on low income living week to week who can t or the elderly person who can t get out often amp now has nothing,2020-03-17
8926,,Mar,"How the #coronavirus is impacting gas prices, explained https://t.co/bg8ZZNDXCo",Italia,how the coronavirus is impacting gas prices explained ,2020-03-20
27512,"Bangkok, Thailand",Mar,#Bangkok is still possible to buy food at supermarket for lunch under #COVID2019 spread. But #curfew 10PM to 4AM will start tonight. https://t.co/JTPwxOBBd2,ประเทศไทย,bangkok is still possible to buy food at supermarket for lunch under   spread but curfew   to   will start tonight ,2020-03-04
22929,"Philadelphia, PA",Mar,"Dear Karens: SHIT just got real, literally! Stop being assholes and buying all the toilet paper!  #coronavirus #COVIDIDIOTS #YouSuckKaren #toiletpaper #toiletpapercrisis #peoplearestupid #pandemic https://t.co/6iMCw0hcKJ",United States,dear karens shit just got real literally stop being assholes and buying all the toilet paper  coronavirus covididiots yousuckkaren toiletpaper toiletpapercrisis peoplearestupid pandemic ,2020-03-25
13236,derby,Mar,"Why aren't we allocating 1 supermarket in every city exclusively for key workers? They are risking their health going to work, then trying to get some shopping after their shift only to find all the fuckin morons have emptied the shelves ? #CoronaCrisisuk #Covid_19 @BorisJohnson",United Kingdom,why arent we allocating   supermarket in every city exclusively for key workers they are risking their health going to work then trying to get some shopping after their shift only to find all the fuckin morons have emptied the shelves  coronacrisisuk   borisjohnson,2020-03-21
1908,Los Angeles,Mar,"More than 50 major US retailers are temporarily closing stores in an unprecedented move to prevent the spread of the #coronavirus

#retail 
https://t.co/zTrZZKYBTA https://t.co/shfNQeaYGj",United States,more than   major us retailers are temporarily closing stores in an unprecedented move to prevent the spread of the coronavirusretail  ,2020-03-17
16095,United Kingdom,Mar,"Contact tells me supermarket staff observing people come in, buy reduced limit of items, unpack 2car, then simply return 2store &amp; do another load using a different checkout. Difficult to keep tabs on who is in and out of a crowded store. #coronavirus @IainDale @TomSwarbrick1",United Kingdom,contact tells me supermarket staff observing people come in buy reduced limit of items unpack   then simply return   amp do another load using a different checkout difficult to keep tabs on who is in and out of a crowded store coronavirus iaindale  ,2020-03-22
2194,"Nevada, USA",Mar,"Today I helped to comfort a woman who was absolutely panicked at my local grocery store. 

Shelves are empty, her husband has a pre-existing condition that is likely going to be fatal even without #COVID2019  and she is struggling right now.

Please pray for her+all struggling.",United States,today i helped to comfort a woman who was absolutely panicked at my local grocery store shelves are empty her husband has a preexisting condition that is likely going to be fatal even without    and she is struggling right nowplease pray for herall struggling,2020-03-17
3912,"Stockholm, Sweden",Mar,Virtual queue just to get to the supermarket s website We are not looking to stock up but have to go through this  ,Sverige,virtual queue just to get to the supermarket s website we are not looking to stock up but have to go through this  ,2020-03-18
6077,New York,Mar,"Oil rebounds, jumps more than 20% https://t.co/0oRshY5A9V https://t.co/x7fRUJ3Nzd",United States,oil rebounds jumps more than    ,2020-03-19
27886,Central Coast California,Mar,"Sell the REAL #Salux Beauty cloth? If you're a Beauty salon, Spa, Dermatologist etc. Just send a note to https://t.co/OrbkAMtve3 and ask about bulk prices. We are the primary distributor in the USA.  #salux #beauty #spa #salon #dermatologist #covid_19 #washyourhands https://t.co/G0xAtF2XPM",Australia,sell the real salux beauty cloth if youre a beauty salon spa dermatologist etc just send a note to  and ask about bulk prices we are the primary distributor in the usa  salux beauty spa salon dermatologist   washyourhands ,2020-03-04
24618,Milky-way galaxy  ,Mar,Caught on cam A man likely infected with the spits on some packaged drinks at a grocery store in an attempt to infect as many as possible Their motto If I die you die with me,Ghana,caught on cam a man likely infected with the spits on some packaged drinks at a grocery store in an attempt to infect as many as possible their motto if i die you die with me,2020-03-27
11713,,Mar,Touro professor @nsonpal shares what you need to know as you shop online during #coronavirus https://t.co/g5R5oVxgCT,Italia,touro professor nsonpal shares what you need to know as you shop online during coronavirus ,2020-03-20
14823,"Albuquerque, New Mexico",Mar,New Mexico food banks report they are having trouble keeping their shelves stocked due to increased demand for assistance and competing orders to distributors from other large buyers Consider making a donation 19,United States,new mexico food banks report they are having trouble keeping their shelves stocked due to increased demand for assistance and competing orders to distributors from other large buyers consider making a donation  ,2020-03-22
18680,Jammu,Mar,  Due to bharat band and corona virus many people can t buy food too please help them if you can,India,  due to bharat band and corona virus many people can t buy food too please help them if you can,2020-03-23
1219,"Waco, TX",Mar,So do grocery store employees and gas station attendants still not deserve a living wage? #coronavirus #COVID19,United States,so do grocery store employees and gas station attendants still not deserve a living wage coronavirus  ,2020-03-17
6354,"Austin, TX",Mar,Online shopping surge swamps warehouses as consumers stock up during closures convey,United States,online shopping surge swamps warehouses as consumers stock up during closures convey,2020-03-19
1544,,Mar,"@BorisJohnson #coronavirus #stopcoronamadness people are panic buying because of uncertainty. You must reassure people that - for 80% of the population, corona will be nothing more than a severe flu at worst lasting a week. There is more than enough food ",Italia,borisjohnson coronavirus stopcoronamadness people are panic buying because of uncertainty you must reassure people that  for   of the population corona will be nothing more than a severe flu at worst lasting a week there is more than enough food ,2020-03-17
20529,"Bahawalpur, Pakistan",Mar,PM Imran Khan today announced Rs 1200 billion Economic Relief amp stimulus Package The package includes utility bills being deferred for lower income groups principal amp interest for businesses amp reduction will be done in fuel prices   19,پاکستان,pm imran khan today announced rs   billion economic relief amp stimulus package the package includes utility bills being deferred for lower income groups principal amp interest for businesses amp reduction will be done in fuel prices    ,2020-03-25
4856,,Mar,To all the independent supermarkets and shops inflating prices on many basic essentials......people won't forget! your time will come ?#karma #coronavirus,Italia,to all the independent supermarkets and shops inflating prices on many basic essentialspeople wont forget your time will come karma coronavirus,2020-03-18
2056,"Melville, NY",Mar,"While online shopping may benefit in the short term, supply chain issues and uncertain consumer demand could dampen the e-commerce outlook. Here's how #Coronavirus is affecting the #eCommerce world. https://t.co/YzMlCf2LMw https://t.co/U3lxMqU1GX",United States,while online shopping may benefit in the short term supply chain issues and uncertain consumer demand could dampen the ecommerce outlook heres how coronavirus is affecting the ecommerce world  ,2020-03-17
23314,,Mar,@daveellis55 Think it would assist in slowing spread of #coronavirus if less people have to go in the supermarket,Italia,  think it would assist in slowing spread of coronavirus if less people have to go in the supermarket,2020-03-25
21018,"San Francisco, CA",Mar,"Going on 3rd week, #Toilet one roll $3.00 bleach price has triple. #SanFancisco #CA #GavinNewsom When are we going to get help #USA This is ridiculous. Theres no #accountability #CoronaVirus Constant #pricegouging Stores that never sold #toiletpaper are now selling it high",United States,going on   week toilet one roll   bleach price has triple sanfancisco ca gavinnewsom when are we going to get help usa this is ridiculous theres no accountability coronavirus constant pricegouging stores that never sold toiletpaper are now selling it high,2020-03-25
21372,All Around [TX],Mar,The TX Attorney General s Office says their Consumer Protection division has received 2 185 COVID 19 related complaints about PRICE GOUGING 296 of those complaints are from the San Antonio region Common items complained about toilet paper bottled water and hand sanitizer,中国,the tx attorney general s office says their consumer protection division has received     covid   related complaints about price gouging   of those complaints are from the san antonio region common items complained about toilet paper bottled water and hand sanitizer,2020-03-25
22663,Bangalore,Mar,As soon as PM announced the 21 day lockdown to fight the dreaded COVID 19 Indians threw caution to the wind crowding groceries stores across the country,India,as soon as pm announced the   day lockdown to fight the dreaded covid   indians threw caution to the wind crowding groceries stores across the country,2020-03-25
24665,,Mar,How will the affect long term consumer behavior YPO member Liang Meng Ascendent Capital Partners chats with to share his insights,Italia,how will the affect long term consumer behavior ypo member liang meng ascendent capital partners chats with to share his insights,2020-03-27
5523,,Mar,"Anybody else think @Uber should be offering Healthcare Staff free transportation to and from work if/when they need it? 

Seeing as they usually put prices up whenever they feel like it - it'd be nice to see them give something back for a change ??

#coronavirusuk
#coronavirus",Italia,anybody else think uber should be offering healthcare staff free transportation to and from work ifwhen they need it seeing as they usually put prices up whenever they feel like it  itd be nice to see them give something back for a change coronavirusukcoronavirus,2020-03-19
19532,"Bugolobi, Kampala-Uganda",Mar,President Museveni has warned the traders who intend to hike prices of commodities during this crisis of #coronavirus that their trading licenses will be cancelled. https://t.co/lTDPXLfclG,Uganda,president museveni has warned the traders who intend to hike prices of commodities during this crisis of coronavirus that their trading licenses will be cancelled ,2020-03-24
18987,FEMA Region 4 (Alabama),Mar,As the novel continues to spread major companies are looking to ramp up their workforces to meet the demand for critical products such as food household essentials amp medical supplies Here s a list of companies HIRING during,,as the novel continues to spread major companies are looking to ramp up their workforces to meet the demand for critical products such as food household essentials amp medical supplies here s a list of companies hiring during,2020-03-24
22460,"Ikeja, Nigeria",Mar,I recorded videos on my way to the grocery store yesterday and edited them into this short film about the Corona Virus in Nigeria,Nigeria,i recorded videos on my way to the grocery store yesterday and edited them into this short film about the corona virus in nigeria,2020-03-25
10052,Burnt Arse end of planet ,Mar,shows how NOT to quarantine returnees forcing them to stay at designated hotels at exorbitant prices and paying out of their own pockets 19,,shows how not to quarantine returnees forcing them to stay at designated hotels at exorbitant prices and paying out of their own pockets  ,2020-03-20
20377,Panama,Mar,A friend of mine is breaking up with her boyfriend They decided to meet up at a grocery store five feet apart Elisabetta Abrami is 32 single outgoing   and on lockdown Mostly confined to her small apartment in Rome this is her new normal,Panamá,a friend of mine is breaking up with her boyfriend they decided to meet up at a grocery store five feet apart elisabetta abrami is   single outgoing   and on lockdown mostly confined to her small apartment in rome this is her new normal,2020-03-25
19096,London ,Mar,"My husband works in a supermarket , this is the afternoon *lunchtime period* #COVID-19 #coronavirusuk https://t.co/oLiW7zTjIU",United Kingdom,my husband works in a supermarket  this is the afternoon lunchtime period   coronavirusuk ,2020-03-24
17238,Hud,Mar,PSA: a pandemic does not mean we should stop our personal hygiene. I can smell your BO at the grocery store and ?? you ?? are ?? definitely ?? not ?? 6 ?? feet ?? away ?? from ?? me #coronavirus,اليمن,psa a pandemic does not mean we should stop our personal hygiene i can smell your bo at the grocery store and  you  are  definitely  not     feet  away  from  me coronavirus,2020-03-23
16935,"Somewhere in Germany, probably",Mar,"Live from Fort Knox, The Netherlands.

https://t.co/1iMRCH2QwB

#coronavirus #toiletpaper",,live from fort knox the netherlandscoronavirus toiletpaper,2020-03-23
13353,"Los Angeles, CA",Mar,"What jobs deserve a 10 year back-dated raise the moment, and I mean the very second, COVID-19 is confirmed deceased? I'll start:

Teachers
Medical Assistants
Nurses 
Grocery Store Clerks 
Mailman/woman
Janitors
Trashman/women

Who else? Who am I missing?

#Covid_19
#COVID",United States,what jobs deserve a   year backdated raise the moment and i mean the very second   is confirmed deceased ill startteachersmedical assistantsnurses grocery store clerks mailmanwomanjanitorstrashmanwomenwho else who am i  ,2020-03-21
24006,"Riverside, CA",Mar,"these banks have been taking a major battering over Brexit for several years now. Some of them took a hit over in Asia recently. All of them have been taking a hit on the pound sterling. Then, all of a sudden, COVID 19 struck, Brent prices hit the floor, or close to it, and",United States,these banks have been taking a major battering over brexit for several years now some of them took a hit over in asia recently all of them have been taking a hit on the pound sterling then all of a sudden covid   struck brent prices hit the floor or close to it and,2020-03-26
1275,Southern Cali Desert,Mar,"Off work, kids out of school. No meat in my grocery store, no tp, ya'll be crazy. Even all the cup of noodles are all gone!!! #CoronavirusOutbreak #coronapocolypse #COVID2019",,off work kids out of school no meat in my grocery store no tp yall be crazy even all the cup of noodles are all gone coronavirusoutbreak coronapocolypse  ,2020-03-17
14087,,Mar,"Lockdown triggers panic buying as commerce sector urges calm, reassures of sufficient stock https://t.co/G2czT9Izrc via @jordantimes #coronavirus #jordan #food #shopping",Italia,lockdown triggers panic buying as commerce sector urges calm reassures of sufficient stock  via jordantimes coronavirus jordan food shopping,2020-03-21
687,Tampa Florida,Mar,"THANK YOU ? To our medical workers, grocery store employees, truck drivers and National Guard for keeping our country's wheels turning &amp; stepping up to the call of duty during this #COVID19 #coronavirus outbreak.

We couldn't do this without you. https://t.co/Mn4a7HNTXz",United States,thank you  to our medical workers grocery store employees truck drivers and national guard for keeping our countrys wheels turning amp stepping up to the call of duty during this   coronavirus outbreakwe couldnt do this without you ,2020-03-17
1490,"California, USA",Mar,Went to the grocery store and the guy in front of me was trying to buy paper towels. The lady told him there was a limit of only one. So I decided to do my part and buy one for him. Times are weird right now to make sure we all do our part to help each other out. #COVID2019,United States,went to the grocery store and the guy in front of me was trying to buy paper towels the lady told him there was a limit of only one so i decided to do my part and buy one for him times are weird right now to make sure we all do our part to help each other out  ,2020-03-17
2695,"Los Angeles, CA",Mar,The city of Los Angeles will be providing 5000 masks for grocery store clerks and 10 thousand masks for first responders,United States,the city of los angeles will be providing   masks for grocery store clerks and   thousand masks for first responders,2020-03-18
27214,,Mar, I expect that we will still have food to provide What I don t know is will we have ENOUGH food to provide   Greater Pittsburgh Community Food Bank says demand has increased 5fold amidst the People wait outside each day Your donations are critical WATCH,Italia, i expect that we will still have food to provide what i don t know is will we have enough food to provide   greater pittsburgh community food bank says demand has increased   amidst the people wait outside each day your donations are critical watch,2020-03-04
23942,Sydney - Australia,Mar,"The spread of Covid-19 is giving me the shits. But then I remind myself that I have to conserve toilet paper!
*
*
*
#shits #toiletpaper #covid_19 #coronavirus #covid_19_funny @ Camperdown https://t.co/3CNN7yZqCn",Australia,the spread of   is giving me the shits but then i remind myself that i have to conserve toilet papershits toiletpaper   coronavirus    camperdown ,2020-03-26
14176,,Mar,"@Dandydon1903 1. People gathering together, like in a restaurant, is a priority. Its how Covid-19 spreads. That should have been dealt with quicker.
2. I totally agree, supplying food is a priority, which is why panic buying should have been stopped way",Italia,    people gathering together like in a restaurant is a priority its how   spreads that should have been dealt with   i totally agree supplying food is a priority which is why panic buying should have been stopped way,2020-03-21
24171,"New York, NY",Mar,3 Set Clorox Disinfecting Sanitizer Can 4 Pack 900 Count Total https://t.co/GRtoRumpvT #coronavirus #covid_19 #covid19 https://t.co/f8getLlD3l,United States,  set clorox disinfecting sanitizer can   pack   count total  coronavirus     ,2020-03-26
27537,"Washington, DC",Mar,Qutting smoking could help you fight Covid-19 - CNN https://t.co/lWuz29vX59,United States,qutting smoking could help you fight    cnn ,2020-03-04
7438,"Oakland, CA",Mar,Survived the grocery store - no TP or PT (paper towels) #survivor #anxiety #backwardshat #oakley #woof #alameda #safeway #groceries #coronavirus @ Safeway https://t.co/oVydsgh53a,United States,survived the grocery store  no tp or pt paper towels survivor anxiety backwardshat oakley woof alameda safeway groceries coronavirus  safeway ,2020-03-19
21259,"Boynton Beach, FL",Mar,"For the people who have bought : 
 20 bottles of soap
15 bottles of sanitizer
10 gallons of bleach
10 Lysol spray and wipes
10 rolls of paper toilet
10 cases of water
You do realize that to stop getting #coronavirus, do not be too greedy, leave some for others too. ??",United States,for the people who have bought     bottles of   bottles of   gallons of   lysol spray and   rolls of paper   cases of wateryou do realize that to stop getting coronavirus do not be too greedy leave some for others too ,2020-03-25
19512,The Midwest!,Mar,"Consumer buying behavior is changing drastically and quickly as novel coronavirus (COVID-19) fears have people rushing to grocery stores. There is absolutely no shortage of meat in the U.S., assures Bill Even, CEO of the National Pork Board.

https://t.co/N7OJVc6zJV",United States,consumer buying behavior is changing drastically and quickly as novel coronavirus   fears have people rushing to grocery stores there is absolutely no shortage of meat in the us assures bill even ceo of the national pork board,2020-03-24
19200,"Nairobi, Kenya",Mar,Wondering how to mitigate legal risk at this time Our legal expert Angela reviews the legal implications and best practices for businesses We review Force Majeure Consumer Protection Employee Protection and Business Continuity   Key Person Risk,Kenya,wondering how to mitigate legal risk at this time our legal expert angela reviews the legal implications and best practices for businesses we review force majeure consumer protection employee protection and business continuity   key person risk,2020-03-24
3064,South Florida,Mar,"@CDCgov can you please send me some tissue and @Clorox wipes, so I don't have to keep coming into contact with thousands of people out looking for them? #coronavirus also, is the grocery store a ""safe"" zone? Is it like base?",United States,cdcgov can you please send me some tissue and clorox wipes so i dont have to keep coming into contact with thousands of people out looking for them coronavirus also is the grocery store a safe zone is it like base,2020-03-18
3984,DMV,Mar,"#BradPaisley offers free grocery store delivery to elderly during #coronavirus 
https://t.co/9iawAq3ZrC",United States,bradpaisley offers free grocery store delivery to elderly during coronavirus ,2020-03-18
11017,,Mar,we're not going to die from COVID-19 we're going to die from starvation cause you stupidass panic buyers are taking all the fucking food,Italia,were not going to die from   were going to die from starvation cause you stupidass panic buyers are taking all the fucking food,2020-03-20
22429,CT,Mar,"Just wanted to see what the #toiletpaper situation was like, so I went to @amazon ... Added it to my cart to see if the $70 price tag on 6 rolls was for real... It is!

PLEASE tell me that you are not seriously allowing sellers to do this! @AmazonHelp https://t.co/m1WBc57lUf",United States,just wanted to see what the toiletpaper situation was like so i went to amazon  added it to my cart to see if the   price tag on   rolls was for real it isplease tell me that you are not seriously allowing sellers to do this amazonhelp ,2020-03-25
23286,#teampete,Mar,"@camoout @CharmingFarming @AsaHutchinson They didn't say ""grocery store"" -- anything non-essential and still open to the public where people are packing in is helping contribute to the spread of COVID-19 unnecessarily.",,camoout charmingfarming asahutchinson they didnt say grocery store  anything nonessential and still open to the public where people are packing in is helping contribute to the spread of   unnecessarily,2020-03-25
6566,"Brighton, England",Mar,"After seeing reports around the #darknet and #coronavirus, I checked out the marketplace for myself. More interesting than the face masks they're flogging, dealers are also selling fake coronavirus 'cures' at sometimes-demanding prices. I wonder how this will turn out? https://t.co/d460YrrBbG",United Kingdom,after seeing reports around the darknet and coronavirus i checked out the marketplace for myself more interesting than the face masks theyre flogging dealers are also selling fake coronavirus cures at sometimesdemanding prices i wonder how this will turn out ,2020-03-19
14953,"?????, ???????",Mar,1 Medical Store 2 Grocery General Store 3 Fruit Vegetable 4 One person from one house allowed to go out for buying above essential items 19,,  medical store   grocery general store   fruit vegetable   one person from one house allowed to go out for buying above essential items  ,2020-03-22
10614,"Manchester, UK",Mar,"$USDCAD experienced a sharp decline from yesterday's multi-year tops on Thursday, now back around mid-1.4200 mark amid recovery in oil prices

#forex #forexnews #USD #dollar #CAD #loonie #USDCAD #currency #trading #crudeoil #oil #coronavirus #pandemic #WTI #China #KVBPRIME https://t.co/9UHQC5AxKK",United Kingdom,usdcad experienced a sharp decline from yesterdays multiyear tops on thursday now back around   mark amid recovery in oil pricesforex forexnews usd dollar cad loonie usdcad currency trading crudeoil oil coronavirus pandemic wti china kvbprime ,2020-03-20
19457,Giffnock ???????,Mar,I didn t take long for the nasty racist Brexiteer millionaire Tim Martin to show his true colours He has indicated Wetherspoon would not continue to pay employees who were now not working after pubs in the UK were closed to stop the spread of Covid 19,United Kingdom,i didn t take long for the nasty racist brexiteer millionaire tim martin to show his true colours he has indicated wetherspoon would not continue to pay employees who were now not working after pubs in the uk were closed to stop the spread of covid  ,2020-03-24
22509,,Mar,#coronavirus Don't forget that with any deliveries you receive make sure that you wipe them down with sanitizer wipes or disinfectant. Outer packaging gets binned straight away. Wipe down door handles and keep washing hands.,Italia,coronavirus dont forget that with any deliveries you receive make sure that you wipe them down with sanitizer wipes or disinfectant outer packaging gets binned straight away wipe down door handles and keep washing hands,2020-03-25
7108,,Mar,"The market is looking way too green right now. Sold part of my positions on Bitcoin &amp; Litecoin. Thanks for pumping the market Mr. Trump! Watch the prices as soon as the press conference is over. @realDonaldTrump 

#bitcoin #btc #crypto #cryptocurrency #coronavirus #dowjones",Italia,the market is looking way too green right now sold part of my positions on bitcoin amp litecoin thanks for pumping the market mr trump watch the prices as soon as the press conference is over realdonaldtrump bitcoin btc crypto cryptocurrency coronavirus dowjones,2020-03-19
3403,"Los Angeles, CA",Mar,.@amazon plans to hire 100K new workers at facilities across the U.S. as a result of consumers using online shopping for supplies during the #COVID19 outbreak. Warehouse and delivery service positions include... https://t.co/eJJ91lLBo9 #CRE #Amazon #coronavirus,United States,amazon plans to hire   new workers at facilities across the us as a result of consumers using online shopping for supplies during the   outbreak warehouse and delivery service positions include  cre amazon coronavirus,2020-03-18
23702,,Mar,Ontario premier slams high-end Toronto grocery store for price gouging https://t.co/lHhwoCjqza https://t.co/eVWi8htOTU,Italia,ontario premier slams highend toronto grocery store for price gouging  ,2020-03-26
18939,Helsinki,Mar,"Supermarket workers are also in the front lines. Simple but effective solution. 

#COVID2019 

https://t.co/jmNfR0Py0L",Suomi / Finland,supermarket workers are also in the front lines simple but effective solution   ,2020-03-24
6672,California,Mar,"This morning I just want to thank  @IrvinePolice, @ocfirefighters, doctors, nurses, grocery store workers, teachers, janitors, and our amazing @City_of_Irvine staff.

You are the backbone of our society and we couldn't survive this without you.

Thank you! ??

#Irvine #COVID2019",United States,this morning i just want to thank  irvinepolice ocfirefighters doctors nurses grocery store workers teachers janitors and our amazing cityofirvine staffyou are the backbone of our society and we couldnt survive this without youthank you irvine  ,2020-03-19
19333,,Mar,"At least 11 businesses are currently being investigated for selling protective gear crucial to the prevention of the spread of the Covid-19 coronavirus pandemic at inflated prices

https://t.co/v9OiCitFYU https://t.co/C3ctgmdACP",Italia,at least   businesses are currently being investigated for selling protective gear crucial to the prevention of the spread of the   coronavirus pandemic at inflated prices ,2020-03-24
3753,"Fort Lauderdale, FL",Mar,"As the #coronavirus makes an impact around the world, many consumers are shopping online to purchase the items that they need. Here are 3 things that #eCommerce businesses can do to prepare for the coronavirus pandemic.

https://t.co/rcULq8vDOS",United States,as the coronavirus makes an impact around the world many consumers are shopping online to purchase the items that they need here are   things that ecommerce businesses can do to prepare for the coronavirus pandemic,2020-03-18
4007,"London, England",Mar,"Vigilant consumers in Japan have been public shaming some companies on social media that have tried to raise prices for goods such as face masks. #Coronavirus #consumers #Japan #mrx 
https://t.co/kLaZy6pwSv",United Kingdom,vigilant consumers in japan have been public shaming some companies on social media that have tried to raise prices for goods such as face masks coronavirus consumers japan mrx ,2020-03-18
24819,Yorkshire UK,Mar,300 metre long socially distanced queue to get into the Sainsbury hypermarket snaking around the whole building and deep into the parking lot,United Kingdom,  metre long socially distanced queue to get into the sainsbury hypermarket snaking around the whole building and deep into the parking lot,2020-03-27
18650,"Grand Rapids, MI",Mar,"UFCW 951 members and grocery store workers around the country are making sure that the customers have what they need.

Here's what you can do to help workers at the store when you need to get your essentials:

#ufcw #ufcw951 #1u #unionstrong #coronavirus #covid19 https://t.co/BZ4O5csi9y",United States,ufcw   members and grocery store workers around the country are making sure that the customers have what they needheres what you can do to help workers at the store when you need to get your essentialsufcw     unionstrong coronavirus   ,2020-03-23
8632,"St. Louis, MO & Mattapan, MA",Mar,Looks like this week we won t be able to get our regular week s worth of simple grocery and food items due to other people hoarding and panic buying Wow This sucks,,looks like this week we won t be able to get our regular week s worth of simple grocery and food items due to other people hoarding and panic buying wow this sucks,2020-03-20
18813,,Mar,"@BootstrapCook Not sure what is..NOT essential work though, as it is essential to most people, im a cleaner at a supermarket off till 1st April self isolation had a cough which has cleared but feel on and off crap dad as a cough still but probably not cov",Italia,bootstrapcook not sure what isnot essential work though as it is essential to most people im a cleaner at a supermarket off till   april self isolation had a cough which has cleared but feel on and off crap dad as a cough still but probably not cov,2020-03-23
20368,Kenya ,Mar,Local airfares have dropped by almost half in most routes as airlines grapple with the falling demand of passengers following measures put in place to curb spread of #COVID19 #coronavirus that has hit the country. @Ma3Route  https://t.co/CdGxqjxiKP via @BD_Africa,Kenya,local airfares have dropped by almost half in most routes as airlines grapple with the falling demand of passengers following measures put in place to curb spread of   coronavirus that has hit the country     via bdafrica,2020-03-25
13356,"Maine, USA",Mar,"On my way home from the supermarket, I listened to the third segment of this show, about deciding who gets care. When the host asked the interviewee if he had any hope and the silence lasted too long, that's what broke me.

The Shock Wave of COVID-19 https://t.co/HewHDOXXIP",United States,on my way home from the supermarket i listened to the third segment of this show about deciding who gets care when the host asked the interviewee if he had any hope and the silence lasted too long thats what broke methe shock wave of   ,2020-03-21
16063,Chicago,Mar,"4) COVID-19 spreads to Europe &amp; you still have your head in the sand [THE FIRE IS STILL SMALL SO YOU CAN IGNORE IT]
5)COVID-19 arrives in the USA. You: ""There are only 15 cases &amp; it'll be over soon"". You worry about what the plunging stock prices will do to your re-election.",United States,    spreads to europe amp you still have your head in the sand the fire is still small so you can ignore   arrives in the usa you there are only   cases amp itll be over soon you worry about what the plunging stock prices will do to your reelection,2020-03-22
11198,"Copenhagen, Denmark",Mar,"Sign up for this Bloomberg Intelligence &amp; BIMCO #shipping #webinar. @LogisticsLee and I discuss the current landscape and challenges ahead for our industry as we face two black swan events: #coronavirus and the collapse in oil prices
https://t.co/czJQkFHDO6 @BIMCONews @business https://t.co/uH4ElmAzJr",Danmark,sign up for this bloomberg intelligence amp bimco shipping webinar logisticslee and i discuss the current landscape and challenges ahead for our industry as we face two black swan events coronavirus and the collapse in oil prices bimconews business ,2020-03-20
10318,"Vancouver, Washington ??",Mar,@BretBaier @SpecialReport All hell will break if food production is effected &amp; food prices increase. We must include American Farmers &amp; Ranchers in COVID-19 Relief Packages. Migrant Farmers are not available due to borders restrictions &amp; limit,United States,bretbaier specialreport all hell will break if food production is effected amp food prices increase we must include american farmers amp ranchers in   relief packages migrant farmers are not available due to borders restrictions amp limit,2020-03-20
16164,,Mar,"Coles Woolies Farmers exploit nation $9 mini Cauliflower '$7 for lettuce is ridiculous': Fruit and veg prices skyrocket amid COVID-19 panic buying
https://t.co/IcnCt2h7Gt",Italia,coles woolies farmers exploit nation   mini cauliflower   for lettuce is ridiculous fruit and veg prices skyrocket amid   panic buying,2020-03-22
8736,Wherever you need us,Mar,STOP HOARDING amp use your brains For your own good if you won t do it for her PLEASE   19,,stop hoarding amp use your brains for your own good if you won t do it for her please    ,2020-03-20
