,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
1043,1397689069505630210,1253249515,2021-05-26 23:00:16,"Garrdinya/Yorketown, S.A.","Scott Morrison is dragging his feet on supporting the vaccine patent waiver, fails to put people before profits.  Now isn't that a surprise! #auspol #ScottyDoesNothing",N/A
1044,1397689068805369857,1347948110077710339,2021-05-26 23:00:16,"England, United Kingdom",@SEuropeus @pdr1365 @roarbro @TradeFloorAudio @DaveKeating ...blame UK government  Blame AZ because they have an anti EU agenda? EU will never accept any responsibility for procurement or vaccine rollout. ..just seeks to detract by tacking the moral high ground. Even when they loose any court case...Job done.,United Kingdom
1045,1397689068763463681,81179597,2021-05-26 23:00:16,"Cambridge, UK","Anti-vaccine conspiracy theorists are blaming vaccinated people for ""shedding"" virus in their presence, reports Nicole Karlis for @Salon. https://t.co/NZGjZSFV3o",United Kingdom
1046,1397689063117819904,21309535,2021-05-26 23:00:15,"Florida, USA","@RandPaul Don't you have anything better to do? Like fix infrastructure,  reduce the deficit, and such? Stop batching about things like how you won't save others and yourself by getting the vaccine and do your fucking job.",United States
1048,1397689057480613888,467851095,2021-05-26 23:00:13,"Bronx, NY, Weschester County","Hopefully we're entering a healing phase with the vaccine, but we all need to be diligent, self-distanced, keep washing our hands &amp; wear masks. Test &amp; Trace gives out FREE MASKS on MMCC Food Pantry days, so come get some healthy food and free masks! @NYC Health + Hospitals https://t.co/MRJuKNrZ2Y",N/A
1049,1397689057367539713,1888217911,2021-05-26 23:00:13,Texas,"Why some fully vaccinated people are still wearing masks 
[Should include not trusting that unmasked are vaccinated.]
https://t.co/SEtDpfXudV via @voxdotcom",United States
1050,1397689055140225026,1174958790375923713,2021-05-26 23:00:13,Wherever my heart takes me.,just heard a customer say that the vaccine rewrites DNA and I'm just... https://t.co/dXu7pl5TSN,N/A
1052,1397689052036534277,1304198852015280128,2021-05-26 23:00:12,,Not every day one of our creators is the target of a strange disinformation campaign. Kudos to @dirtybiology for trusting your instincts! https://t.co/zzUrChmGdq via @AP,Italia
1053,1397689051109527559,30895248,2021-05-26 23:00:12,"Sheridan, WY","Employee incentives help vaccine take hold at UW https://t.co/L3mBRvhpDB On May 24, the requirements for social distancing and the wearing of masks at the University of Wyoming were lifted, following action by the Wyoming Department of Health.",United States
1054,1397689048496586755,83937568,2021-05-26 23:00:11,"Kjipuktuk, Halifax Nova Scotia","Boom, just like that! 

Team Pfizer

@thisisourshotca #thisisourshotca #getvaccienated #canada #vaccine #covid19 #teampfizer #vaccinated
@StrangRobert @nshealth @IainTRankin @nsgov #Halifax https://t.co/TivGhDkJMk",N/A
1057,1397689044356718597,2748891110,2021-05-26 23:00:10,,"Vaccine appointments for 12+ year olds are now available at Bronson. To schedule an appointment for your child, visit: https://t.co/RtzecIEGEi https://t.co/UfadpN11Nm",Italia
1059,1397689041055780869,20563513,2021-05-26 23:00:09,"Louisville, KY","Clark County has had 37 breakthrough cases since vaccinations started, and Dr. Eric Yazel said no one with a breakthrough case has been hospitalized. https://t.co/s7ZqDc7ZwG",United States
1060,1397689032763711490,1276232160006025216,2021-05-26 23:00:07,,@dand911 @lowkeybrowsli @Amer1can_Barbie Yep. Same thing happened to a friend of mine.  Almost died. Doctors told him he should have never gotten the vaccine. He got it because of vaccine passports.,Italia
1061,1397689031186595842,1396546419339796481,2021-05-26 23:00:07,,@fingerlinensfw That vaccine do hit hard tho,Italia
1062,1397689030817505286,36686472,2021-05-26 23:00:07,Mid-Michigan,"These pop-up clinics happen at places like grocery stories, township halls, and other places. https://t.co/imvpb995a2",United States
1063,1397689027923529731,15968273,2021-05-26 23:00:06,NYC,What you should know about getting the COVID-19 vaccine while pregnant - CNET https://t.co/1j6coTRhZQ,United States
1064,1397689027151765514,18206547,2021-05-26 23:00:06,"El Paso, Texas, USA","He died of a stroke unrelated to the virus or the vaccine, authorities in Britain said. https://t.co/v9Qf1IPpPF",United States
1065,1397689026296135683,437971866,2021-05-26 23:00:06,West Georgia - East Alabama,Whitmire: #Alabama Vaccine passport ban deserves a trophy https://t.co/u9QUTc6r2Z,United States
1066,1397689024987512833,1354954330844131343,2021-05-26 23:00:06,"Texas, USA",@Chris14662003 @Kathlee33261736 @FoxNews One word. Vaccine.,United States
1067,1397689022713982982,1341890648966836224,2021-05-26 23:00:05,Texas,"@chris_lamma @GatriotP @sabowsky @GatorMama44 @MollyJongFast @mtgreenee I've heard that too and don't doubt that one vaccine after having Covid would work. If I had Covid I'd still want the booster to be safe though. Bottom line is everyone, world wide, needs the vaccine to get herd immunity.",United States
1068,1397689022110212097,1281947783717629953,2021-05-26 23:00:05,Lab,I'll be making the vaccine for the next pandemic.,Slovensko
1070,1397689018263953412,1364578779092385794,2021-05-26 23:00:04,"Miami, FL","Get your Covid-19 Vaccine in Denver (United States) with 15 days Holidays in Hurghada (Egypt) Hotel, Flight, Breakfast, Airport Shuttle &amp; Vaccine Appointment included. Starting at 6315.83 USD https://t.co/RATzrhrUdD https://t.co/VOi64fFzrd",United States
1071,1397689015839637506,1299081406765768717,2021-05-26 23:00:03,she/her,@lovjoy_ that sucks i heard that theyre really bad after the vaccine,United States
1072,1397689014946123778,922535599558426624,2021-05-26 23:00:03,"Nevada, USA",Voter ID should be accompanied by a proof of vaccine. For all you sanctimonious jerks that are changing voter laws but want to protect vaccine privacy,United States
1073,1397689011599155200,17892208,2021-05-26 23:00:02,"Vancouver, British Columbia",@alternativepizz @richardzussman @DrBonnieHenry @adriandix @jjhorgan Ps. The Variants can be a lot more deadly and contagious as we have seen. They could also evolve to withstand the vaccine. Which is why the public health measures we have been fighting for are important to establish.,Canada
1075,1397689008109461505,15248759,2021-05-26 23:00:01,"Northern Rivers Region, NSW",@RBJRON @JoJomills13 @blakandblack @WgarNews @Captainturtle @JonesHowdareyou @ricklevy67   #Morrison &amp; #Tehan choose #peopleoverprofits. Support the vaccine waiver! via @GetUp https://t.co/PtyrAXGGBY,N/A
1076,1397689007841161216,3109229140,2021-05-26 23:00:01,The bottom of the ocean,Listening to @mothermother to distract myself while getting my vaccine today is peak non binary energy.,United States
1080,1397689006117249025,17200375,2021-05-26 23:00:01,"San Diego, California","Mobile drop-in vaccination site tomorrow (5/27), 9:30 a.m. to 3:30 p.m. at the Mexican Consulate, 1549 India St., San Diego.

Vaccine: Pfizer

https://t.co/WAaDb7QSsS

#TeamVaccine https://t.co/qq6RXf6LbP",United States
1081,1397689005588758528,117459934,2021-05-26 23:00:01,United States of America,Gaffe: Biden Blames Black Vaccine Hesitancy on Tuskegee Airmen https://t.co/b2JFZUfbbz via @BreitbartNews / Just imagine the outrage and demeaning remarks by lib media if Pres Trump said something like Biden spewed out.,United States
1082,1397689004741447680,1079886570671534080,2021-05-26 23:00:01,"New York, NY","Far Rockaway has the lowest vaccination rate despite having one of the highest #COVID19 mortality rates. Advocates and Assembly Member @KhaleelAnderson are countering misinformation and immigration concerns and ensuring working people can get appointments.
https://t.co/XaPOCbobhj",United States
1083,1397689004703641600,15145073,2021-05-26 23:00:01,"Little Rock, Ark.",A Tennessee woman faces charges after police say she endangered the lives of more than a dozen people at a COVID-19 vaccine site in Maryville Monday morning https://t.co/kZwGy2xe7Z https://t.co/dwm1nOHxaL,United States
1084,1397689004670156802,2252034926,2021-05-26 23:00:01,,"While no vaccine is 100% effective, the CDC says the percentage of fully-vaccinated Americans who are contracting the coronavirus, so-called breakthrough cases, is only about .01%. https://t.co/PcMDSZRJkm",Italia
1086,1397689003047108612,237064482,2021-05-26 23:00:00,Global,"US-backed #vaccinepatent waiver may be a start, but it is not a guarantee that enough manufacturers will be found to take up production. This type of technology transfer may be best achieved via voluntary licences as has already been done by @AstraZeneca https://t.co/EsaEovPl9n https://t.co/ZUxt491c4K",Canada
1087,1397689002979958787,64506942,2021-05-26 23:00:00,San Diego County,"Mobile drop-in vaccination site tomorrow (5/27), 9:30 a.m. to 3:30 p.m. at the Mexican Consulate, 1549 India St., San Diego.

Vaccine: Pfizer

https://t.co/WvTylxh6m8

#TeamVaccine https://t.co/i8eRuCDLDC",United States
1088,1397689002556276737,15724740,2021-05-26 23:00:00,"Cedar Rapids, Iowa","Belle's Basix in Cedar Rapids will be doing free HIV testing and free COVID-19 vaccine shots with the help of Linn County Public Health.

https://t.co/cXCcFOh2Ar",United States
1089,1397689002325647364,1548512690,2021-05-26 23:00:00,she/her,I know no one really cares but i just need to say this somewhere: I AM GETTING MY VACCINE ON FRIDAAAAAAAY,United States
1092,1397689001310666760,17348525,2021-05-26 23:00:00,"Minneapolis, MN","Gov. Tim Walz is scheduled Thursday to announce incentives for COVID-19 vaccinations in Minnesota, with those eligible to select free passes to Minnesota attractions, sports, fairs and state parks, or free fishing licenses. https://t.co/s2sMWo6gEu",United States
1093,1397689001184792581,499791999,2021-05-26 23:00:00,Everywhere,"""A vaccine, consented to even reluctantly or due to the promise of a delicious, hot original glazed donut, is not the same as having a chunk of your shin bone cut out w/o your permission &amp; w/o anesthetic in the name of Nazi bone regeneration experiments."" https://t.co/Yct8F2QGYZ",România
1094,1397688998634663938,1364468420184469506,2021-05-26 22:59:59,Democratic America,"Tennessee anti-vaxxer &amp; Trump lover Virginia C. Brown, 36, of Greenback, TN arrested after deliberately plowing car through vaccination site https://t.co/yPe5tOy55M",N/A
1097,1397688988878598146,771083334,2021-05-26 22:59:57,Jervis Bay/Yuin Country,"@vogrady2132 Labor has excellent broad priorities whereas the Morrison Government has given us falling wages, quarantine/vaccine debacle, economic irrational investment in oil/gas, killed universities/TAFE/Arts NO indigenous voice to parliament, polarising community, Rorts",N/A
1098,1397688987012141056,163578473,2021-05-26 22:59:56,"Fairfax, VA","Click the link in our bio to see currently open Pharmacy Technician - Retail Store jobs like ""Pharmacy Technician - COVID 19 Vaccine Support"" at CVS Health in #Bowie, MD.",United States
1101,1397688981718978561,890720051883646977,2021-05-26 22:59:55,Noahs cock and balls ❤️,Today i heard my boss comparing suggesting ppl to get the vaccine to telling a fat person to go on a diet. Yes bc being fat is contagious sir.,N/A
1102,1397688972197785608,92723589,2021-05-26 22:59:53,puncak alam,@nrszlinaini @juiceWRLDD_ I think singapore is being very transparent with the cases..everyone here is freaking out with the second wave recently. I work at site so we do mandatory swab test every 2 weeks. Now work from home is deafult mode. And gov plan for 1st dose vaccine for everyone soon by aug 2021,Malaysia
1103,1397688959099047938,1710504187,2021-05-26 22:59:50,"Berkeley, CA","We don't have enough trouble with the domestic fascists, we need this anti-vaccine shit? Count on it, wherever there is crazy shit, there are people waiting to cash in on it.
https://t.co/k877ASCPqk",United States
1104,1397688953776472066,36507186,2021-05-26 22:59:49,No,"@IPCoachZ @BigBopp75348974 @drdagly I JUST said this to my mom today, because we were talking about the vaccine wars- pfizer vs moderna- and how it was - to my eyes- a russian psyop.   I am going to read this to her later.",Norge
1105,1397688942611283969,248410761,2021-05-26 22:59:46,,"Vaccine hesitancy is a major barrier to ending this pandemic. Nick Offerman may be our golden ticket. 

My latest @Forbes column on trust, celebrity &amp; vaccine hesitancy with @Nick_Offerman @EnergyCommerce  @swetac 

https://t.co/AKPxKOt4wn",Italia
1106,1397688934377852930,399710994,2021-05-26 22:59:44,,Check out Craig's video! #TikTok https://t.co/ARfELEuH2Z vaccine nazis,Italia
1107,1397688922780565506,1453109220,2021-05-26 22:59:41,,"If I take the vaccine and there is no side effect such as fever or headache, does that mean i already contacted covid-19 and survived. https://t.co/eaFBB1iL5d",Italia
